Title;Abstract;StoreId;AccessionNumber;AlternateTitle;ArticleType;AuthorAffiliation;Authors;coden;companies;copyright;correspondenceAuthor;digitalObjectIdentifier;documentType;elecISSN;elecPubDate;entryDate;isbn;issn;issue;language;languageOfSummary;originalTitle;pages;placeOfPublication;pubdate;pubtitle;publicationType;year;publisher;sourceAttrib;volume;DocumentURL;britishNursingIndexEdition;classification;classificationCodes;documentFeatures;majorClassificationCodes;notes;startPage;subjectClassifications;subjectTerms;subjects;URL;FindACopy;Database
High School Students' Views on the PBL Activities Supported via Flipped Classroom and LEGO Practices;The purpose of this study was to investigate the high school students' views on instructions based on Flipped Classroom Model (FC) and LEGO applications. The case study, which is one of the qualitative research methods, was used within the scope of the study, the duration of which was 7 weeks. In order to choose the research group of the study, one of the purposeful sampling methods, criterion sampling, was used. In this context, the study was conducted with 35 10th grade high school students from two different classes. EGA (ExperimentalGroupA) consisted of 18 students while EGB (ExperimentalGroupB) consisted of 17 students. Within the scope of the study, algorithm instruction with FC and LEGO applications was conducted on EGA and LEGO applications and algorithm instruction in classroom were conducted on EGB. In accordance with the study, processes of focus group discussions and gathering data through observation were carried out. For the analysis of the data that was gathered, content analysis was performed and NVivo 8 was used. In the end of the study, the students were observed to be having great prejudices and reported negative views in the beginning of the study. Upon the initiation of the study, the prejudices and negative opinions were observed to be replaced by positive opinions. Students mentioned a great deal of educational benefits of the study. They stated that with the study, their motivation and interest in the lesson increased thanks to the implementations. Additionally in the group work, students said that they cooperated, exchanged ideas, shared tasks, took responsibility and socialized with their friends. About FC, students gave positive feedback on the communication opportunities of the atmosphere and they stated that they could repeatedly go beyond the class hours with FC, hence came prepared and saved time. Also students stated that FC atmosphere improved opportunities for teacher-student communication.;2034281700; EJ1175371;;Scholarly Journals;;"Cukurbasi, Baris;Kiyici, Mubin";;;;;; 080 Journal Articles , 160 Tests/questionnaires , 143 Reports - Research;;; 2018;;E1436-4522;2; English; English;; 46-61;;2018;Educational Technology & Society; CSAPTjournals , CSAPTreports , CSAPTother;2018; http://www.ifets.info;;21;https://search.proquest.com/docview/2034281700?accountid=11774;;;;;;; 46;;  4755ER5 9453ER5 10321ER5 8043ER5 4558ER5  4738 9419 10278 8016 4542 ,  10219ER5 732ER5  10181 730 ,  4429ER5 5281ER5  4414 5264 ,  8257ER5 5901ER5  8227 5882 ,  1063ER5 10664ER5 3241ER5 6603ER5  1060 10621 3227 6582 ,  5902ER5 126ER5  5883 126 ,  9041ER5 830ER5 10713ER5  9008 828 10669 ,  1331ER5 8868ER5 3643ER5 6603ER5  1326 3629 6582 8836 ,  8548ER5 8868ER5  8517 8836 ,  3713ER5 8884ER5 6603ER5 4558ER5  3698 4542 8852 6582 ,  2218ER5 8884ER5 6603ER5 4558ER5  2207 4542 8852 6582 ,  2014ER5 6415ER5  2003 6394 ,  4091ER5 2930ER5 4558ER5 3643ER5 6603ER5  4076 3629 6582 2917 4542 ,  7260ER5  7234 ,  10125ER5 2586ER5 3643ER5 6603ER5  10087 2574 3629 6582 ,  3187ER5 7480ER5  3173 7454 ,  5918ER5 6852ER5  5899 6827 ,  5899ER5  5880 ,  2236ER5 5901ER5  2225 5882 ,  10619ER5 5468ER5 8800ER5  10576 5449 8768 ,  2065ER5 5172ER5 8290ER5 3164ER5  2054 5155 8260 3150 ,  8359ER5 2064ER5 5171ER5 9385ER5 5983ER5  8328 2053 5154 9351 5964 ,  9540ER5 5491ER5 3643ER5 6603ER5  9506 5472 3629 6582; High Schools;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeric&amp;atitle=High+School+Students%27+Views+on+the+PBL+Activities+Supported+via+Flipped+Classroom+and+LEGO+Practices&amp;title=Educational+Technology+%26+Society&amp;issn=E14364522&amp;date=2018-01-01&amp;volume=21&amp;issue=2&amp;spage=46&amp;au=Cukurbasi%2C+Baris%3BKiyici%2C+Mubin&amp;isbn=&amp;jtitle=Educational+Technology+%26+Society&amp;btitle=&amp;rft_id=info:eric/EJ1175371&amp;rft_id=info:doi/";Social Science Premium Collection
A Quantitative Examination of Gender Bias and Language Paradigm in the Evaluation of Source Code;Women represent 16% of the software development workforce in the United States. Simultaneously, organizations are unable to meet the increasing demands of software development and maintenance due to a lack of personnel. Gender bias influences female departure from STEM, but for software engineering the problem is possibly exacerbated by disregarded preferences for programming paradigms which impact self-efficacy. The purpose of this study examining gender bias in STEM was to determine if software source code developed by female and male software engineers is evaluated differently, to determine if code developed under structured and object oriented paradigms is evaluated differently, and to determine if there is an interaction effect between developer gender and programing paradigm. This study was framed by Social Cognitive Career Theory, which encompasses perspectives of career choice, occupational roles, and gender bias, and their impact on self-efficacy. Respondents were asked to score source code written by a fictive male or female developer, and written in an object oriented or structured programming language, for readability, quality and organization. The independent variables, gender of code author and software language paradigm, provided the basis for 2 x 2 between subjects experimental analyses examining main effects related to readability, quality, and organization, and any interaction effect. The target population for this study was software developers or students in the United States, sought via an online survey. Participants were randomly assigned one of four code examples. No interaction effect was demonstrated, but there were significant main effects related to gender of code author and quality, and related to code paradigm and readability. The overall trend suggested the fictive female author was scored higher than the fictive male author. These unexpected results support the need for further understanding of the complexities of gender related to software engineering, and should not provide a foundation for complacency in regard to improving female participation in software engineering. This extension of Social Cognitive Career Theory to software engineering may serve to influence stakeholders in understanding why female persistence and participation in software engineering remains minimal.;2030074216;;;Dissertations & Theses;;Rangel, Pamela J.;;;" Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.";;; Dissertation/Thesis;;; 2018; 978-0-355-82264-9;;; English; English;;;;2018;ProQuest Dissertations and Theses;;2018;;;;https://search.proquest.com/docview/2030074216?accountid=11774;; 0464 Computer Engineering , 0537 Engineering , 0984 Computer science; 0464 Computer Engineering , 0537 Engineering , 0984 Computer science;; 0464 Computer Engineering , 0537 Engineering , 0984 Computer science;;; 0464 Computer Engineering , 0537 Engineering , 0984 Computer science; Computer Engineering , Engineering , Computer science; Applied sciences , Gender bias , Paradigm , Self-efficacy , Social cognitive career theory , Software development , Software engineering;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:Publicly+Available+Content+Database&amp;atitle=&amp;title=A+Quantitative+Examination+of+Gender+Bias+and+Language+Paradigm+in+the+Evaluation+of+Source+Code&amp;issn=&amp;date=2018-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Rangel%2C+Pamela+J.&amp;isbn=978-0-355-82264-9&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central
Design, development, and evaluation of a mobile learning application for computing education;The study focused on the application of the design science research approach in the course of developing a mobile learning application, MobileEdu, for computing education in the Nigerian higher education context. MobileEdu facilitates the learning of computer science courses on mobile devices. The application supports ubiquitous, collaborative, and social aspects of learning among higher education students. Moreover, the application eases access to learning resources. The paper first describes analysis, design, and implementation activities related to the development of MobileEdu. Also, the paper deliberated on the characteristics and scope of the adherence of MobileEdu to the traits and ideas of design science research. To evaluate MobileEdu in a real-life learning setting, experiment was conducted with 142 third-year undergraduate students in a Nigerian university. Besides the learning achievement of the students using MobileEdu, the study examined the impact of MobileEdu on students’ attitudes toward studying in a system analysis and design course. Experimental data were collected from pre- and post quizzes, interviews, and a questionnaire administered to students. The results of the evaluation are encouraging and showed that the MobileEdu application has a potential to improve students’ learning achievements. In addition, the pedagogical experiences of students were mostly positive and students’ attitudes toward the system analysis and design course through MobileEdu was better than those of students who studied the course via traditional methods. Finally, the study offered suggestions for how to implement effectively a mobile learning-supported course in computing curriculum.;1992979383;;;Scholarly Journals; School of Computing, University of Eastern Finland, Joensuu, Finland , School of Computing, University of Eastern Finland, Joensuu, Finland , Department of Computer Science, Modibbo Adama University of Technology, Yola, Nigeria , Department of Information Technology, University of Turku, Turku, Finland;"Solomon Sunday Oyelere;Suhonen, Jarkko;Wajiga, Greg M;Sutinen, Erkki";;; Education and Information Technologies is a copyright of Springer, (2017). All Rights Reserved.;; 10.1007/s10639-017-9613-2; Journal Article;;; Jan 2018;;1360-2357;1; English; English;; 467-495; New York;Jan 2018;Education and Information Technologies;;2018;;;23;https://search.proquest.com/docview/1992979383?accountid=11774;;;;;;; 467;; Higher education , College students , Technology education , Software , Blended learning , Software engineering , Smartphones , Nigeria; MobileEdu , Mobile learning , Design science research , Blended learning , Computing education , Information and communication technology;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Design%2C+development%2C+and+evaluation+of+a+mobile+learning+application+for+computing+education&amp;title=Education+and+Information+Technologies&amp;issn=13602357&amp;date=2018-01-01&amp;volume=23&amp;issue=1&amp;spage=467&amp;au=Solomon+Sunday+Oyelere%3BSuhonen%2C+Jarkko%3BWajiga%2C+Greg+M%3BSutinen%2C+Erkki&amp;isbn=&amp;jtitle=Education+and+Information+Technologies&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/10.1007%2Fs10639-017-9613-2";ProQuest Central,Social Science Premium Collection
Reimagine E-learning: a proposal for a 21st learning framework;In recent years, there has been a growing debate and rise in publications about learning in its multiple forms. This variety has contributed to the richness of existing research but it has also increased, rather than reduced, the need for more clarity to advance further. Through a content analysis performed on the last twenty years of research, we aim at providing clarity about the complex definitions landscape of the most diffused 16 learning terms in the literature. We discuss their use over the years and we depict some trends. We conclude by providing a comprehensive learning framework that clarifies interactions and interdependencies among the terms. The framework classifies the terms into models, modes and methods. Through three exemplary case studies, we also show how instructional designers and instructors can apply this framework.;2306303446;;;Scholarly Journals;;"Caporarello, L;Giovanazzi, A;Manzoni, B";;; © 2017. This work is licensed under http://creativecommons.org/licenses/by/3.0/  (the “License”).  Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.;; 10.4108/eai.19-12-2017.153489; Journal Article;; 2018-03-14; Dec 2017;;;16; English; English;;; Ghent;Dec 2017;EAI Endorsed Transactions on e-Learning;;2017;;;4;https://search.proquest.com/docview/2306303446?accountid=11774;;;;;; 2017-11-30 (Received) , 2017-12-13 (Accepted) , 2017-12-20 (Published); n/a;; Clarity , Distance learning , Teachers , Content analysis; E-learning , learning , future of learning , learning trends , tech-based learning , non tech-based learning , content analysis , case studies;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Reimagine+E-learning%3A+a+proposal+for+a+21st+learning+framework&amp;title=EAI+Endorsed+Transactions+on+e-Learning&amp;issn=&amp;date=2017-12-01&amp;volume=4&amp;issue=16&amp;spage=&amp;au=Caporarello%2C+L%3BGiovanazzi%2C+A%3BManzoni%2C+B&amp;isbn=&amp;jtitle=EAI+Endorsed+Transactions+on+e-Learning&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/10.4108%2Feai.19-12-2017.153489";ProQuest Central,SciTech Premium Collection,Social Science Premium Collection
Improving collaborative learning in online software engineering education;Team projects are commonplace in software engineering education. They address a key educational objective, provide students critical experience relevant to their future careers, allow instructors to set problems of greater scale and complexity than could be tackled individually, and are a vehicle for socially constructed learning. While all student teams experience challenges, those in fully online programmes must also deal with remote working, asynchronous coordination, and computer-mediated communications all of which contribute to greater social distance between team members. We have developed a facilitation framework to aid team collaboration and have demonstrated its efficacy, in prior research, with respect to team performance and outcomes. Those studies indicated, however, that despite experiencing improved project outcomes, students working in effective software engineering teams did not experience significantly improved individual achievement. To address this deficiency we implemented theoretically grounded refinements to the collaboration model based upon peer-tutoring research. Our results indicate a modest, but statistically significant (p = .08), improvement in individual achievement using this refined model.;2009318290;;;Scholarly Journals; School of Graduate Professional Studies, Pennsylvania State University, Malvern, PA, USA , School of Graduate Professional Studies, Pennsylvania State University, Malvern, PA, USA , School of Graduate Professional Studies, Pennsylvania State University, Malvern, PA, USA;"Neill, Colin J;DeFranco, Joanna F;Sangwan, Raghvinder S";;; © 2016 SEFI;; 10.1080/03043797.2016.1203293; Journal Article;;; Dec 2017;;0304-3797;6; English; English;; 591-602; Abingdon;Dec 2017;European Journal of Engineering Education;;2017;;;42;https://search.proquest.com/docview/2009318290?accountid=11774;;;;;;; 591;; Collaboration , Software engineering , On-line programming , Teams , Engineering education , Computer aided software engineering , Cooperation , Distance learning , Software engineering , Students , Computer assisted instruction--CAI , Teachers; Teamwork , collaborative learning , social construction , online learning , peer tutoring;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Improving+collaborative+learning+in+online+software+engineering+education&amp;title=European+Journal+of+Engineering+Education&amp;issn=03043797&amp;date=2017-12-01&amp;volume=42&amp;issue=6&amp;spage=591&amp;au=Neill%2C+Colin+J%3BDeFranco%2C+Joanna+F%3BSangwan%2C+Raghvinder+S&amp;isbn=&amp;jtitle=European+Journal+of+Engineering+Education&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/10.1080%2F03043797.2016.1203293";ProQuest Central,SciTech Premium Collection,Social Science Premium Collection
A Cognitive System to Teach Software Maintenance Project Staffing;This paper describes a cognitive tool for teaching maintenance software project staffing decision making, which is based on a computational model of the human staffing decision process. The learning activity requires students to solve the given maintenance staffing problem before running the tool and comparing their decision with the tool’s one.;2155130133;;;Scholarly Journals;;Chentouf, Zohair;;; Copyright UIKTEN - Association for Information Communication Technology Education and Science Nov 2017;; 10.18421/TEM64-08; Journal Article;;; Nov 2017;;2217-8309;4; English; English;; 699-706; Novi Pazar;Nov 2017;TEM Journal;;2017;;;6;https://search.proquest.com/docview/2155130133?accountid=11774;;;;;;; 699;; Workforce planning , Maintenance , Decision making , Software , Decision making; Software project staffing , Project-based learning , Competition-based learning , Decision making;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahightechjournals&amp;atitle=A+Cognitive+System+to+Teach+Software+Maintenance+Project+Staffing&amp;title=TEM+Journal&amp;issn=22178309&amp;date=2017-11-01&amp;volume=6&amp;issue=4&amp;spage=699&amp;au=Chentouf%2C+Zohair&amp;isbn=&amp;jtitle=TEM+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/10.18421%2FTEM64-08";ProQuest Central,SciTech Premium Collection
A Systems Analysis Role-Play Exercise and Assignment;This paper presents a role-play exercise and assignment that provides an active learning experience related to the system investigation phase of an SDLC. Whether using waterfall or agile approaches, the first SDLC step usually involves system investigation activities, including problem identification, feasibility study, cost-benefit analysis, and preliminary project planning. These topics are normally covered during business-oriented introductory information systems courses and in more depth during systems analysis courses. The role-play case has evolved over several iterations since the 1990s, and it grew from a simple inclass exercise with informal discussion to a full-fledged assignment involving project planning and budgeting, utilizing both face-to-face and online collaboration. Specific roles include a CIO, systems analyst, and representatives from three functional business areas. The paper presents these roles, describes and gives examples of student deliverables, and discusses experiences and lessons learned using the exercise in an IS course.;1963875230;;;Scholarly Journals;;"Mitri, Michel;Cole, Carey;Atkins, Laura";;; Copyright EDSIG Nov 2017;;; Journal Article;;; Nov 2017;;1055-3096;1; English; English;; 1-9; West Lafayette;Nov 2017;Journal of Information Systems Education;;2017;;;28;https://search.proquest.com/docview/1963875230?accountid=11774;;;;;;; 1;; Teaching , Information systems , Higher education , Pedagogy , Students , Project planning , Collaboration , Computer science , Verbal communication , Case depth , Accreditation , Cost benefit analysis , Systems analysis , Teamwork , Educational technology , Feasibility studies , Feasibility studies , Skills , Cooperative learning , Role playing , Systems analysis , Classrooms , Project management , Active learning , Science education , Planning , Budgeting , Information technology , Software engineering;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aabiglobal&amp;atitle=A+Systems+Analysis+Role-Play+Exercise+and+Assignment&amp;title=Journal+of+Information+Systems+Education&amp;issn=10553096&amp;date=2017-11-01&amp;volume=28&amp;issue=1&amp;spage=1&amp;au=Mitri%2C+Michel%3BCole%2C+Carey%3BAtkins%2C+Laura&amp;isbn=&amp;jtitle=Journal+of+Information+Systems+Education&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection,Social Science Premium Collection
Systematic Review of Challenges and Gaps in Flipped Classroom Implementation: Toward Future Model Enhancement;New forms of education reflect digital changes surrounding us. Blended learning becomes the essential part of the education process. Flipped classroom is a recently emerged hybrid classroom model, which engenders tremendous interest from teachers all over the world. It demonstrates the original education approach, which combine existing components in an innovative design. The core components of flipped classroom consist of transfer of knowledge part in a video form and in-class problem-based learning part through activities and group work. The combination of different teaching approaches, within one course, adjusts to different learning styles. Having taken out the lecturing part from the class, it is used for the face-to-face communication and activities. Hence, the student-teacher interaction increases, making the learning more individual, as well as, the communication in the class becomes more intensive. Most of flipped classroom experiments study their effectiveness, focusing on students' score and satisfaction. Authors describe the significantly increased students satisfaction and slightly increased score and other parameters, comparing with traditional classroom. At the same time, they highlight numerous number of challenge and gaps in design. This systematic review focus on reported gaps, drawbacks and challenges, derived from students' and faculty' feedback. The dataset is collected from Scopus. From 1256 selected articles, 49 were rigorously reviewed. The results describe the barriers for teachers and students, divided by categories. Teachers most frequently face lack of resources, lack of skills, design gaps and evaluation issues. It is worth mentioning, that limited time is a major problem. The categories of barriers for students include design issues, technical and resources. Here resources are not so important as soon as most of students have basic equipment. In addition to the barriers, results present most insightful guidelines and recommendations toward enhanced flipped classroom.;1968934931;;;Conference Papers & Proceedings; Lappeenranta University of Technology, Finland uliia.shnai@lut.fi;Shnai, Iuliia;;; Copyright Academic Conferences International Limited Oct 2017;;; Journal Article;;; Oct 2017;;2048-8637;; English; English;; 484-490; Kidmore End;Oct 2017;European Conference on e-Learning;;2017;;;;https://search.proquest.com/docview/1968934931?accountid=11774;;;;;;; 484;; Physiology , Teaching , Higher education , User training , Students , Classrooms , Active learning , Learning , Information literacy , Classrooms , Education , Instructional design , Teachers , Knowledge management , Librarians , Educational technology , Blended learning , Reference services , Research & development--R&D , Teachers , Barriers , Students , Models;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Systematic+Review+of+Challenges+and+Gaps+in+Flipped+Classroom+Implementation%3A+Toward+Future+Model+Enhancement&amp;title=European+Conference+on+e-Learning&amp;issn=20488637&amp;date=2017-10-01&amp;volume=&amp;issue=&amp;spage=484&amp;au=Shnai%2C+Iuliia&amp;isbn=&amp;jtitle=European+Conference+on+e-Learning&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection,Social Science Premium Collection
Game lab: A Practical Learning Approach for Game Development;Learning through construction is one out of five projects in our Center for Excellent IT-education (Excited - http://www.ntnu.edu/excited). A course called Game Lab has been run for several years at Nord University, and has proven to be motivating and engaging for most students. This paper analyses what factors students find important within the Game Lab concept when it comes to their motivation for learning. In the Game Lab course, students are put into a situation where they have to act as an actual game company, taking on realistic industry challenges, working with actual customers and having to answer to an executive committee on a weekly basis to report on their progress. To get good grades in the course the students have to prove that they are active in the team through clear tasks and responsibility descriptions, notes on working hours, weekly follow-ups, etc. The model challenges the students in many ways. As the model has proven successful, this paper looks into what specific factors, within this project-based learning concept, seems to increase and decrease the students' motivation and learning outcomes. Based on a survey for the students, teachers and external representatives, the paper looks into what factors are more important in the success of Game Lab as a learning activity, how it should improve and how it can make impact on other similar learning activities within other educational programs. From the research it was found that social element of working together, being given the freedom to work on projects that are perceived as interesting and relevant, seeing the finalized product, being able to specialize, constructive feedback and industry relevance as motivating factors.;1967758423;;;Conference Papers & Proceedings; Faculty of Social Science, Nord University, Norway;Munkvold, Robin Isfold;;; Copyright Academic Conferences International Limited Oct 2017;;; Conference Proceedings;;; Oct 2017;;2049-0992;; English; English;; 472-479; Reading;Oct 2017;European Conference on Games Based Learning;;2017;;;;https://search.proquest.com/docview/1967758423?accountid=11774;;;;;;; 472;; Teaching , Physiology , Problem solving , Computer science , Games , Learning , Science education , Construction industry , Mathematics , Working hours , Working hours , Core curriculum , Collaborative learning , Problem based learning , Independent study , Games , Students , Learning , Colleges & universities;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=proceeding&amp;sid=ProQ:ProQ%3Ahightechjournals&amp;atitle=Game+lab%3A+A+Practical+Learning+Approach+for+Game+Development&amp;title=European+Conference+on+Games+Based+Learning&amp;issn=20490992&amp;date=2017-10-01&amp;volume=&amp;issue=&amp;spage=472&amp;au=Munkvold%2C+Robin+Isfold&amp;isbn=&amp;jtitle=European+Conference+on+Games+Based+Learning&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection
Guidelines for using empirical studies in software engineering education;Software engineering education is under constant pressure to provide students with industry-relevant knowledge and skills. Educators must address issues beyond exercises and theories that can be directly rehearsed in small settings. Industry training has similar requirements of relevance as companies seek to keep their workforce up to date with technological advances. Real-life software development often deals with large, software-intensive systems and is influenced by the complex effects of teamwork and distributed software development, which are hard to demonstrate in an educational environment. A way to experience such effects and to increase the relevance of software engineering education is to apply empirical studies in teaching. In this paper, we show how different types of empirical studies can be used for educational purposes in software engineering. We give examples illustrating how to utilize empirical studies, discuss challenges, and derive an initial guideline that supports teachers to include empirical studies in software engineering courses. Furthermore, we give examples that show how empirical studies contribute to high-quality learning outcomes, to student motivation, and to the awareness of the advantages of applying software engineering principles. Having awareness, experience, and understanding of the actions required, students are more likely to apply such principles under real-life constraints in their working life.;1952536557;;;Scholarly Journals;;"Fagerholm, Fabian;Kuhrmann, Marco;Münch, Jürgen";;; © 2017 Fagerholm et al. This is an open access article distributed under the terms of the Creative Commons Attribution License (the “License”), which permits unrestricted use, distribution, reproduction and adaptation in any medium and for any purpose provided that it is properly attributed. For attribution, the original author(s), title, publication source (PeerJ Computer Science) and either DOI or URL of the article must be cited. Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.;; 10.7717/peerj-cs.131; Journal Article;;; Sep 4, 2017;;;; English; English;;; San Diego;Sep 4, 2017;PeerJ Computer Science;;2017;;;;https://search.proquest.com/docview/1952536557?accountid=11774;;;;;;; n/a;; Teaching , International conferences , Laboratories , Simulation , Students , Physics , Problems , Engineering education , Experiments , Software engineering , Software engineering , Education , Learning , Software development , Students; Software Engineering Education , Computer Science Curricula , Teaching Methods , Empirical Studies , Experimentation , Education , Guideline;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahightechjournals&amp;atitle=Guidelines+for+using+empirical+studies+in+software+engineering+education&amp;title=PeerJ+Computer+Science&amp;issn=&amp;date=2017-09-04&amp;volume=&amp;issue=&amp;spage=&amp;au=Fagerholm%2C+Fabian%3BKuhrmann%2C+Marco%3BM%C3%BCnch%2C+J%C3%BCrgen&amp;isbn=&amp;jtitle=PeerJ+Computer+Science&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/10.7717%2Fpeerj-cs.131";ProQuest Central,SciTech Premium Collection
The use of task modeling in interactive system specification;Task modeling is undoubtedly a key step for task analysis during the development of iterative systems since it helps not only in the understanding of what users want but also in how to design for them. As a consequence, it should be considered as indispensable while specifying the requirements of an interactive system. With this in mind, we analyzed the requirement specifications of a typical interactive system which is a compulsory element of the final grade for a human-computer interaction course in two Master's degree programs at the University of Valenciennes. To that end, we decided to use an approach based on project-based learning. Sixty-three requirement specifications performed since 2010 were investigated to find out how the task modeling was represented. Moreover, suggestions concerning pedagogical improvement made by the students in an open question on the evaluation form were analyzed using the ground theory method. The results showed that since students are not required to perform task modeling by the requirement specification, they do not do so even in the case of complex interactive systems. Criticism, positive and improvement issues raised by the students were also identified. In this paper, we present a detailed analysis of this study that opens up questions about HCI education and effective learning of task modeling, and, as a consequence, its potential use in industry.;1935912964;;;Scholarly Journals; LAMIH CNRS UMR 8201, University of Valenciennes and Hainaut-Cambrésis, Valenciennes Cedex 9, France , LAMIH CNRS UMR 8201, University of Valenciennes and Hainaut-Cambrésis, Valenciennes Cedex 9, France , LAMIH CNRS UMR 8201, University of Valenciennes and Hainaut-Cambrésis, Valenciennes Cedex 9, France;"Gonçalves, Taisa Guidini;de Oliveira, Káthia Marçal;Kolski, Christophe";;; Cognition, Technology and Work is a copyright of Springer, 2017.;; 10.1007/s10111-017-0427-1; Journal Article;;; Sep 2017;;1435-5558;2-3; English; English;; 493-515; London;Sep 2017;Cognition, Technology & Work;;2017;;;19;https://search.proquest.com/docview/1935912964?accountid=11774;;;;;;; 493;; Task analysis , Systems design , Man machine interaction , Interactive computer systems; Task modeling , User interface design , HCI education , Project-based learning , Case study;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Apsychology&amp;atitle=The+use+of+task+modeling+in+interactive+system+specification&amp;title=Cognition%2C+Technology+%26+Work&amp;issn=14355558&amp;date=2017-09-01&amp;volume=19&amp;issue=2-3&amp;spage=493&amp;au=Gon%C3%A7alves%2C+Taisa+Guidini%3Bde+Oliveira%2C+K%C3%A1thia+Mar%C3%A7al%3BKolski%2C+Christophe&amp;isbn=&amp;jtitle=Cognition%2C+Technology+%26+Work&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/10.1007%2Fs10111-017-0427-1";ProQuest Central,Social Science Premium Collection
